member_id,eligible_date,baseline_tier,mature,exposed,live_started,live_engaged,returned,live_error
member_01493,2026-08-01,occasional,1,0,0,0,0,0
member_01494,2026-08-12,frequent,1,0,0,0,1,0
member_01495,2026-08-02,occasional,1,0,0,0,1,0
member_01496,2026-08-01,frequent,1,0,0,0,0,0
member_01497,2026-08-08,occasional,1,0,0,0,0,0
member_01498,2026-08-19,frequent,1,1,1,1,1,0
member_01499,2026-08-07,occasional,1,1,1,1,0,0
member_01500,2026-08-24,frequent,0,1,1,1,0,0
member_01501,2026-08-21,occasional,1,0,0,0,1,0
member_01502,2026-08-12,frequent,1,1,1,1,1,0
member_01503,2026-08-04,occasional,1,0,0,0,0,0
member_01504,2026-08-01,frequent,1,0,0,0,1,0
member_01505,2026-08-05,occasional,1,1,1,1,0,0
member_01506,2026-08-10,frequent,1,1,0,0,1,0
member_01507,2026-08-18,occasional,1,0,0,0,0,0
member_01508,2026-08-19,frequent,1,1,1,0,1,0
member_01509,2026-08-08,occasional,1,1,1,1,0,0
member_01510,2026-08-02,frequent,1,1,1,0,1,0
member_01511,2026-08-21,occasional,1,1,1,1,0,0
member_01512,2026-08-03,frequent,1,1,1,1,1,0
member_01513,2026-08-05,occasional,1,0,0,0,1,0
member_01514,2026-08-16,frequent,1,1,1,1,1,0
member_01515,2026-08-07,occasional,1,0,0,0,0,0
member_01516,2026-08-15,frequent,1,1,0,0,0,0
member_01517,2026-08-15,occasional,1,0,0,0,0,0
member_01518,2026-08-10,frequent,1,1,1,1,0,0
member_01519,2026-08-14,occasional,1,1,0,0,1,0
member_01520,2026-08-20,frequent,1,1,1,1,1,0
member_01521,2026-08-13,occasional,1,0,0,0,0,0
member_01522,2026-08-11,frequent,1,1,0,0,0,0
member_01523,2026-08-07,occasional,1,0,0,0,0,0
member_01524,2026-08-19,frequent,1,1,1,1,1,0
member_01525,2026-08-05,occasional,1,0,0,0,1,0
member_01526,2026-08-05,frequent,1,1,1,0,1,0
member_01527,2026-08-20,occasional,1,1,0,0,0,0
member_01528,2026-08-16,frequent,1,1,1,0,1,0
member_01529,2026-08-17,occasional,1,0,0,0,1,0
member_01530,2026-08-04,frequent,1,1,1,0,1,0
member_01531,2026-08-02,occasional,1,0,0,0,0,0
member_01532,2026-08-01,frequent,1,1,1,1,1,0
member_01533,2026-08-17,occasional,1,0,0,0,0,0
member_01534,2026-08-16,frequent,1,1,1,1,1,0
member_01535,2026-08-25,occasional,0,0,0,0,0,0
member_01536,2026-08-16,frequent,1,1,0,0,1,0
member_01537,2026-08-22,occasional,0,0,0,0,0,0
member_01538,2026-08-19,frequent,1,1,0,0,1,0
member_01539,2026-08-25,occasional,0,1,1,0,0,0
member_01540,2026-08-26,frequent,0,0,0,0,0,0
member_01541,2026-08-19,occasional,1,1,1,1,1,0
member_01542,2026-08-24,frequent,0,0,0,0,1,0
member_01543,2026-08-14,occasional,1,0,0,0,0,0
member_01544,2026-08-12,frequent,1,1,1,1,1,0
member_01545,2026-08-14,occasional,1,0,0,0,0,0
member_01546,2026-08-26,frequent,0,1,1,1,0,0
member_01547,2026-08-10,occasional,1,1,0,0,1,0
member_01548,2026-08-21,frequent,1,1,1,0,1,1
member_01549,2026-08-20,occasional,1,1,1,0,0,0
member_01550,2026-08-27,frequent,0,1,0,0,0,0
member_01551,2026-08-22,occasional,0,1,1,1,1,0
member_01552,2026-08-07,frequent,1,1,0,0,1,0
member_01553,2026-08-11,occasional,1,1,1,1,0,0
member_01554,2026-08-06,frequent,1,1,1,1,1,0
member_01555,2026-08-20,occasional,1,0,0,0,0,0
member_01556,2026-08-03,frequent,1,1,1,1,1,0
member_01557,2026-08-28,occasional,0,0,0,0,0,0
member_01558,2026-08-09,frequent,1,0,0,0,0,0
member_01559,2026-08-25,occasional,0,0,0,0,0,0
member_01560,2026-08-19,frequent,1,1,0,0,0,0
member_01561,2026-08-04,occasional,1,0,0,0,1,0
member_01562,2026-08-07,frequent,1,1,1,1,1,0
member_01563,2026-08-20,occasional,1,0,0,0,1,0
member_01564,2026-08-12,frequent,1,1,1,0,1,0
member_01565,2026-08-16,occasional,1,0,0,0,0,0
member_01566,2026-08-19,frequent,1,1,1,0,0,0
member_01567,2026-08-26,occasional,0,0,0,0,0,0
member_01568,2026-08-24,frequent,0,1,1,1,0,0
member_01569,2026-08-06,occasional,1,0,0,0,1,0
member_01570,2026-08-06,frequent,1,1,1,0,1,1
member_01571,2026-08-01,occasional,1,1,1,1,0,0
member_01572,2026-08-16,frequent,1,1,1,1,1,0
member_01573,2026-08-22,occasional,0,1,1,1,0,0
member_01574,2026-08-10,frequent,1,1,0,0,0,0
member_01575,2026-08-24,occasional,0,0,0,0,0,0
member_01576,2026-08-15,frequent,1,1,0,0,1,0
member_01577,2026-08-08,occasional,1,1,1,0,0,0
member_01578,2026-08-04,frequent,1,1,1,0,1,0
member_01579,2026-08-24,occasional,0,0,0,0,0,0
member_01580,2026-08-14,frequent,1,1,1,1,1,0
member_01581,2026-08-09,occasional,1,1,1,0,0,0
member_01582,2026-08-23,frequent,0,1,1,0,1,0
member_01583,2026-08-19,occasional,1,0,0,0,0,0
member_01584,2026-08-01,frequent,1,1,1,0,0,0
member_01585,2026-08-17,occasional,1,0,0,0,0,0
member_01586,2026-08-24,frequent,0,1,0,0,1,0
member_01587,2026-08-12,occasional,1,0,0,0,0,0
member_01588,2026-08-06,frequent,1,1,1,1,1,0
member_01589,2026-08-26,occasional,0,0,0,0,0,0
member_01590,2026-08-19,frequent,1,1,0,0,1,0
member_01591,2026-08-28,occasional,0,0,0,0,0,0
member_01592,2026-08-09,frequent,1,0,0,0,1,0
member_01593,2026-08-08,occasional,1,0,0,0,0,0
member_01594,2026-08-26,frequent,0,0,0,0,0,0
member_01595,2026-08-19,occasional,1,1,0,0,0,0
member_01596,2026-08-17,frequent,1,1,1,0,1,0
member_01597,2026-08-07,occasional,1,0,0,0,0,0
member_01598,2026-08-26,frequent,0,1,0,0,0,0
member_01599,2026-08-17,occasional,1,1,0,0,1,0
